Tanggal,Kurs_Close,Kurs_High,Kurs_Low,Volume
2020-07-09,14349.5654296875,14523.0,14341.732421875,0
2020-07-10,14545.7001953125,14545.7001953125,14314.5029296875,0
2020-07-13,14428.0,14493.0,14205.001953125,0
2020-07-14,14584.0,14614.2001953125,14348.0,0
2020-07-15,14715.400390625,14605.7998046875,14345.412109375,0
2020-07-16,14561.171875,14674.5,14560.0,0
2020-07-17,14552.2099609375,14830.0,14546.412109375,0
2020-07-20,14688.0,14884.7001953125,14610.9140625,0
2020-07-21,14949.2998046875,14950.0,14680.2001953125,0
2020-07-22,14626.8623046875,14754.2001953125,14553.599609375,0
2020-07-23,14630.0,14704.2001953125,14538.0,0
2020-07-24,14578.904296875,14700.0,14549.0,0
2020-07-27,14603.0,14629.599609375,14461.42578125,0
2020-07-28,14614.5,14605.599609375,14459.078125,0
2020-07-29,14633.5,14663.900390625,14473.2861328125,0
2020-07-30,14458.3447265625,14733.7001953125,14457.80859375,0
2020-07-31,14486.6689453125,14737.099609375,14470.927734375,0
2020-08-03,14593.0,14727.400390625,14584.5771484375,0
2020-08-04,14540.9208984375,14776.5,14539.759765625,0
2020-08-05,14720.0,14720.0,14465.591796875,0
2020-08-06,14307.642578125,14626.0,14296.4951171875,0
2020-08-07,14568.45703125,14731.099609375,14566.2197265625,0
2020-08-10,14618.0,14761.599609375,14467.62109375,0
2020-08-11,14823.7998046875,14768.599609375,14593.58984375,0
2020-08-12,14858.5,14833.5,14613.5830078125,0
2020-08-13,14670.8095703125,14953.599609375,14670.94921875,0
2020-08-14,14673.4970703125,14954.599609375,14674.15625,0
2020-08-17,14788.0,14917.0,14549.79296875,0
2020-08-18,14969.400390625,14971.099609375,14701.638671875,0
2020-08-19,14598.072265625,14838.0,14592.697265625,0
2020-08-20,14694.197265625,14789.2998046875,14681.5,0
2020-08-21,14543.412109375,14793.400390625,14533.8671875,0
2020-08-24,14764.0,14800.2998046875,14576.541015625,0
2020-08-25,14629.400390625,14664.0,14518.140625,0
2020-08-26,14607.7001953125,14686.0,14435.1943359375,0
2020-08-27,14447.3828125,14729.099609375,14446.4130859375,0
2020-08-28,14446.00390625,14735.599609375,14446.3994140625,0
2020-08-31,14618.0,14626.7998046875,14412.6337890625,0
2020-09-01,14599.7001953125,14723.7001953125,14337.1328125,0
2020-09-02,14818.599609375,14884.0,14453.9521484375,0
2020-09-03,14565.1474609375,14895.0,14569.271484375,0
2020-09-04,14545.9873046875,14854.5,14536.59375,0
2020-09-07,14741.0,14791.2998046875,14706.0,0
2020-09-08,14795.0,14878.0,14543.255859375,0
2020-09-09,14915.2001953125,14915.2001953125,14760.0,0
2020-09-10,14874.2001953125,14994.7001953125,14761.6591796875,0
2020-09-11,14857.470703125,15045.2998046875,14870.970703125,0
2020-09-14,14883.0,15035.0,14858.60546875,0
2020-09-15,14983.5,15010.4892578125,14799.599609375,0
2020-09-16,14869.599609375,14881.1943359375,14783.0,0
2020-09-17,14812.5869140625,14887.0,14722.599609375,0
2020-09-18,14788.0,14816.30859375,14679.599609375,0
2020-09-21,14728.0,14829.5,14573.099609375,0
2020-09-22,14839.2001953125,14859.0,14694.8076171875,0
2020-09-23,14742.5859375,14899.900390625,14740.5859375,0
2020-09-24,14803.9853515625,15041.5,14660.599609375,0
2020-09-25,14839.578125,15019.7998046875,14841.4306640625,0
2020-09-28,14863.0,14980.599609375,14816.2998046875,0
2020-09-29,14893.599609375,14989.0,14848.900390625,0
2020-09-30,14910.0,14972.7998046875,14809.7001953125,0
2020-10-01,14879.0,14897.900390625,14709.5,0
2020-10-02,14817.55859375,14933.5,14816.9912109375,0
2020-10-05,14853.0,14853.0,14672.400390625,0
2020-10-06,14780.1826171875,14773.5,14675.5,0
2020-10-07,14773.0,14846.4921875,14709.0,0
2020-10-08,14715.5,14764.0,14692.5,0
2020-10-09,14676.99609375,14759.2001953125,14619.900390625,0
2020-10-12,14693.0,14751.5,14681.6416015625,0
2020-10-13,14484.9921875,14787.7998046875,14484.2529296875,0
2020-10-14,14793.0,14790.0,14664.677734375,0
2020-10-15,14681.462890625,14800.2001953125,14671.5400390625,0
2020-10-16,14652.5,14779.2001953125,14652.599609375,0
2020-10-19,14693.0,14770.0,14663.5947265625,0
2020-10-20,14708.0,14730.0,14640.5,0
2020-10-21,14688.0,14701.599609375,14527.2412109375,0
2020-10-22,14639.775390625,14744.0,14613.0,0
2020-10-23,14639.8525390625,14745.0,14640.0,0
2020-10-26,14642.7822265625,14716.400390625,14645.5,0
2020-10-27,14724.2001953125,14724.2001953125,14618.0,0
2020-10-28,14653.2744140625,14810.2998046875,14652.3603515625,0
2020-10-29,14777.2001953125,14811.099609375,14730.900390625,0
2020-10-30,14818.0,14819.2998046875,14462.9052734375,0
2020-11-02,14586.169921875,14748.7998046875,14611.2001953125,0
2020-11-03,14603.9580078125,14669.2001953125,14445.7001953125,0
2020-11-04,14540.892578125,14623.7998046875,14126.7998046875,0
2020-11-05,14360.0,14507.5263671875,14237.7998046875,0
2020-11-06,14256.0,14316.7998046875,14190.0,0
2020-11-09,14198.671875,14218.5,13931.7001953125,0
2020-11-10,14256.3603515625,14263.8388671875,13984.7001953125,0
2020-11-11,14041.544921875,14224.2001953125,13990.5,0
2020-11-12,13878.9892578125,14233.0,13876.3427734375,0
2020-11-13,14133.4912109375,14241.400390625,14127.009765625,0
2020-11-16,14135.5595703125,14163.0,14067.7001953125,0
2020-11-17,14089.2001953125,14122.099609375,14031.0,0
2020-11-18,14026.451171875,14130.7001953125,14025.2421875,0
2020-11-19,14110.2001953125,14259.400390625,14096.2001953125,0
2020-11-20,14189.900390625,14233.599609375,14148.0,0
2020-11-23,14150.9912109375,14202.7998046875,14113.2900390625,0
2020-11-24,14164.60546875,14240.400390625,14143.0,0
2020-11-25,14121.7998046875,14203.099609375,14018.2001953125,0
2020-11-26,14127.470703125,14161.0,14101.0,0
2020-11-27,13897.6689453125,14157.2001953125,13869.3271484375,0
2020-11-30,14061.64453125,14197.7998046875,13826.873046875,0
2020-12-01,14094.935546875,14206.0,13837.6513671875,0
2020-12-02,14175.0,14246.7001953125,13955.2001953125,0
2020-12-03,14076.419921875,14229.2001953125,14076.2197265625,0
2020-12-04,14092.798828125,14190.0,14085.9560546875,0
2020-12-07,14076.490234375,14217.400390625,14069.865234375,0
2020-12-08,14143.0,14165.5,14080.0,0
2020-12-09,14083.0107421875,14173.599609375,14051.2998046875,0
2020-12-10,14150.0,14150.0,14074.1318359375,0
2020-12-11,14082.5927734375,14175.0,14076.0,0
2020-12-14,14069.1572265625,14199.2998046875,14043.978515625,0
2020-12-15,14221.900390625,14225.0,14056.4599609375,0
2020-12-16,14190.0,14199.0,14101.0810546875,0
2020-12-17,14070.537109375,14169.2001953125,14065.7412109375,0
2020-12-18,14083.8505859375,14170.0,14062.0,0
2020-12-21,14068.9375,14262.599609375,14100.0,0
2020-12-22,14100.7314453125,14304.7998046875,14103.630859375,0
2020-12-23,14324.2001953125,14324.2001953125,14109.7236328125,0
2020-12-24,14146.9013671875,14285.0,14129.1025390625,0
2020-12-25,14148.6435546875,14216.7998046875,13994.3115234375,0
2020-12-28,13911.1435546875,14201.0,13930.0234375,0
2020-12-29,14126.1201171875,14164.0,14071.5,0
2020-12-30,14069.9091796875,14156.5,13993.400390625,0
2020-12-31,13832.5595703125,14027.2998046875,13832.3349609375,0
2021-01-01,13932.3740234375,14034.4736328125,13875.0,0
2021-01-04,14022.5009765625,14043.0,13826.099609375,0
2021-01-05,13931.400390625,13962.0,13880.0,0
2021-01-06,13930.0,13953.599609375,13875.0,0
2021-01-07,13951.5,14137.5,13837.6640625,0
2021-01-08,13892.9775390625,14147.400390625,13892.9775390625,0
2021-01-11,13861.392578125,14297.0,13897.0166015625,0
2021-01-12,14088.7353515625,14287.2998046875,14088.09765625,0
2021-01-13,14031.078125,14194.900390625,14032.2568359375,0
2021-01-14,14166.0,14166.0,13979.900390625,0
2021-01-15,14063.1474609375,14099.0,13969.5,0
2021-01-18,13880.779296875,14162.0,13882.990234375,0
2021-01-19,14100.7998046875,14167.5556640625,14045.7001953125,0
2021-01-20,14122.0,14121.2998046875,13981.400390625,0
2021-01-21,14037.2001953125,14042.0,13954.2001953125,0
2021-01-22,13960.76171875,14122.0,13953.5693359375,0
2021-01-25,14012.8955078125,14126.2998046875,14013.0,0
2021-01-26,14148.5,14151.2998046875,14040.0,0
2021-01-27,14142.0,14156.5,14037.0908203125,0
2021-01-28,14195.0,14195.0,14038.654296875,0
2021-01-29,13854.8642578125,14242.3798828125,13855.8642578125,0
2021-02-01,13828.13671875,14081.2998046875,13834.98046875,0
2021-02-02,14118.5,14117.5,13990.900390625,0
2021-02-03,13995.53515625,14047.5,13960.2998046875,0
2021-02-04,13983.9521484375,14088.0,13978.8388671875,0
2021-02-05,14010.4736328125,14093.5,13993.5,0
2021-02-08,14001.103515625,14034.099609375,13982.0,0
2021-02-09,13990.4599609375,14047.2998046875,13965.400390625,0
2021-02-10,13989.1884765625,14029.2001953125,13957.900390625,0
2021-02-11,14027.0,14027.0,13949.5,0
2021-02-12,13976.240234375,14009.7998046875,13952.2001953125,0
2021-02-15,13966.0,13974.599609375,13858.2998046875,0
2021-02-16,13907.0,14022.2998046875,13724.61328125,0
2021-02-17,14039.2001953125,14151.5,13918.0,0
2021-02-18,14007.474609375,14110.0,13997.6513671875,0
2021-02-19,13998.1982421875,14118.0,13991.900390625,0
2021-02-22,13898.4169921875,14237.2001953125,13886.353515625,0
2021-02-23,14107.6962890625,14165.0,14067.7998046875,0
2021-02-24,14081.6171875,14126.2001953125,14020.2998046875,0
2021-02-25,14097.7998046875,14256.5,14042.7998046875,0
2021-02-26,13968.185546875,14410.0,13967.28515625,0
2021-03-01,14110.5849609375,14347.5,14079.6787109375,0
2021-03-02,14245.6201171875,14372.0,14245.419921875,0
2021-03-03,14239.181640625,14345.0,14234.7666015625,0
2021-03-04,14349.0,14351.5,14227.7998046875,0
2021-03-05,14268.8798828125,14441.0,14243.8564453125,0
2021-03-08,14287.392578125,14364.0,14113.595703125,0
2021-03-09,14344.4755859375,14466.0,14110.560546875,0
2021-03-10,14393.0,14444.2001953125,14176.0634765625,0
2021-03-11,14398.0,14462.599609375,14280.900390625,0
2021-03-12,14283.900390625,14446.5,14284.900390625,0
2021-03-15,14385.208984375,14417.2998046875,14407.400390625,0
2021-03-16,14464.0,14506.7998046875,14378.400390625,0
2021-03-17,14427.5,14495.2001953125,14394.7001953125,0
2021-03-18,14403.0,14529.7998046875,14338.0,0
2021-03-19,14431.0,14494.7998046875,14373.5,0
2021-03-22,14372.2001953125,14442.400390625,14373.099609375,0
2021-03-23,14375.7998046875,14499.0,14252.5,0
2021-03-24,14505.5,14505.5,14388.0,0
2021-03-25,14460.0,14508.7001953125,14401.5,0
2021-03-26,14456.400390625,14502.099609375,14399.900390625,0
2021-03-29,14411.0,14501.0,14411.0,0
2021-03-30,14511.7001953125,14569.599609375,14438.0,0
2021-03-31,14605.0,14605.0,14517.099609375,0
2021-04-01,14606.0,14605.0,14495.2998046875,0
2021-04-02,14553.0,14553.0,14486.0,0
2021-04-05,14518.0,14536.0,14446.5,0
2021-04-06,14529.2001953125,14529.2001953125,14456.2998046875,0
2021-04-07,14460.2998046875,14577.599609375,14456.2001953125,0
2021-04-08,14641.0,14641.0,14488.0,0
2021-04-09,14660.7001953125,14660.7001953125,14528.0,0
2021-04-12,14558.0,14644.0,14558.0,0
2021-04-13,14611.900390625,14674.0,14588.0,0
2021-04-14,14621.099609375,14688.0,14597.2001953125,0
2021-04-15,14673.7998046875,14673.7998046875,14562.599609375,0
2021-04-16,14616.0,14617.0,14512.2998046875,0
2021-04-19,14558.0,14575.599609375,14509.099609375,0
2021-04-20,14570.0,14576.099609375,14471.5,0
2021-04-21,14543.2001953125,14587.2998046875,14495.0,0
2021-04-22,14564.2001953125,14564.2001953125,14507.0,0
2021-04-23,14606.599609375,14605.900390625,14504.400390625,0
2021-04-26,14518.0,14518.0,14416.5,0
2021-04-27,14459.599609375,14517.0,14460.7001953125,0
2021-04-28,14516.400390625,14568.5,14478.0,0
2021-04-29,14519.0,14519.0,14384.900390625,0
2021-04-30,14439.7001953125,14494.7001953125,14395.599609375,0
2021-05-03,14438.0,14519.7998046875,14394.7998046875,0
2021-05-04,14399.099609375,14480.2001953125,14390.5,0
2021-05-05,14482.5,14529.0,14411.2998046875,0
2021-05-06,14399.5,14450.0,14276.2001953125,0
2021-05-07,14283.7998046875,14312.0,14055.900390625,0
2021-05-10,14278.0,14278.0,14071.2998046875,0
2021-05-11,14189.599609375,14227.2998046875,14160.5,0
2021-05-12,14220.0,14330.7998046875,14182.5,0
2021-05-13,14347.0,14359.2001953125,14270.7998046875,0
2021-05-14,14300.2998046875,14341.0,14262.900390625,0
2021-05-17,14191.0,14388.099609375,14191.0,0
2021-05-18,14344.5,14389.2998046875,14250.599609375,0
2021-05-19,14362.2998046875,14416.2001953125,14266.0,0
2021-05-20,14389.7001953125,14444.7001953125,14338.0,0
2021-05-21,14397.2998046875,14396.2998046875,14311.2001953125,0
2021-05-24,14348.0,14370.400390625,14311.5,0
2021-05-25,14365.0,14364.0,14296.5,0
2021-05-26,14371.400390625,14371.400390625,14217.099609375,0
2021-05-27,14310.0,14335.099609375,14263.7998046875,0
2021-05-28,14318.0,14345.099609375,14256.5,0
2021-05-31,14278.0,14306.7998046875,14206.5,0
2021-06-01,14247.5,14285.5,14179.7998046875,0
2021-06-02,14251.5,14327.7998046875,14240.0,0
2021-06-03,14290.7001953125,14333.7998046875,14236.5,0
2021-06-04,14360.0,14360.0,14249.2001953125,0
2021-06-07,14288.0,14298.2998046875,14239.0,0
2021-06-08,14246.5,14287.7001953125,14199.650390625,0
2021-06-09,14281.0,14310.7001953125,14243.5,0
2021-06-10,14300.0,14300.0,14223.0,0
2021-06-11,14248.5,14251.0,14148.0,0
2021-06-14,14182.0,14276.400390625,14182.0,0
2021-06-15,14267.5,14271.900390625,14150.8896484375,0
2021-06-16,14280.2998046875,14279.2998046875,14218.0,0
2021-06-17,14466.5,14487.599609375,14302.7998046875,0
2021-06-18,14554.7001953125,14554.7001953125,14367.099609375,0
2021-06-21,14368.0,14505.599609375,14368.0,0
2021-06-22,14388.7998046875,14485.2998046875,14368.400390625,0
2021-06-23,14495.0,14495.0,14413.0,0
2021-06-24,14413.2998046875,14491.400390625,14381.73046875,0
2021-06-25,14511.2001953125,14511.2001953125,14417.5,0
2021-06-28,14418.0,14517.400390625,14417.400390625,0
2021-06-29,14525.0,14593.400390625,14438.0,0
2021-06-30,14629.099609375,14629.099609375,14423.51953125,0
2021-07-01,14601.599609375,14601.599609375,14490.0,0
2021-07-02,14581.400390625,14635.0,14485.5,0
2021-07-05,14526.0,14535.0,14444.5,0
2021-07-06,14495.0,14530.0,14443.5,0
2021-07-07,14568.7001953125,14568.7001953125,14468.2998046875,0
2021-07-08,14569.2001953125,14599.7001953125,14506.2001953125,0
2021-07-09,14618.7001953125,14618.7001953125,14479.599609375,0
2021-07-12,14521.0,14525.0,14466.099609375,0
2021-07-13,14558.5,14557.5,14439.5,0
2021-07-14,14542.099609375,14539.7998046875,14453.5,0
2021-07-15,14473.0,14528.599609375,14420.5400390625,0
2021-07-16,14563.0,14560.0,14426.900390625,0
2021-07-19,14491.0,14581.2998046875,14477.5,0
2021-07-20,14664.5,14664.7998046875,14524.7001953125,0
2021-07-21,14620.0,14560.5,14477.400390625,0
2021-07-22,14536.0,14530.2001953125,14472.5,0
2021-07-23,14548.7001953125,14548.7001953125,14435.4599609375,0
2021-07-26,14486.0,14505.900390625,14343.2001953125,0
2021-07-27,14523.5,14523.5,14458.0,0
2021-07-28,14554.0,14554.0,14479.599609375,0
2021-07-29,14462.599609375,14516.5,14406.2998046875,0
2021-07-30,14450.0,14481.2998046875,14403.0,0
2021-08-02,14456.0,14470.7998046875,14357.2998046875,0
2021-08-03,14397.400390625,14396.7001953125,14282.7001953125,0
2021-08-04,14349.5,14353.2001953125,14142.400390625,0
2021-08-05,14338.599609375,14373.5,14306.0,0
2021-08-06,14385.5,14401.7998046875,14333.2001953125,0
2021-08-09,14346.0,14403.0,14346.0,0
2021-08-10,14402.099609375,14419.7998046875,14356.0,0
2021-08-11,14393.099609375,14428.5,14357.0,0
2021-08-12,14395.0,14404.400390625,14297.5,0
2021-08-13,14341.0,14415.0,14289.0,0
2021-08-16,14381.0,14391.0,14349.5,0
2021-08-17,14363.0,14426.5,14351.0,0
2021-08-18,14425.099609375,14469.7998046875,14311.08984375,0
2021-08-19,14454.2001953125,14479.2998046875,14394.0,0
2021-08-20,14493.400390625,14548.0,14396.0,0
2021-08-23,14446.0,14446.0,14382.400390625,0
2021-08-24,14430.0,14467.5,14367.5,0
2021-08-25,14448.7001953125,14448.7001953125,14363.2001953125,0
2021-08-26,14465.7001953125,14468.0,14407.400390625,0
2021-08-27,14449.2998046875,14502.0,14350.8896484375,0
2021-08-30,14411.0,14411.0,14314.5,0
2021-08-31,14362.0,14362.0,14197.099609375,0
2021-09-01,14246.5,14299.7001953125,14208.2001953125,0
2021-09-02,14269.2001953125,14283.0,14212.580078125,0
2021-09-03,14245.5,14280.0,14109.5,0
2021-09-06,14256.0,14256.0,14185.5,0
2021-09-07,14231.400390625,14271.2998046875,14153.7998046875,0
2021-09-08,14279.2001953125,14287.2998046875,14206.0,0
2021-09-09,14326.400390625,14326.7998046875,14230.599609375,0
2021-09-10,14258.7998046875,14299.2001953125,14185.0,0
2021-09-13,14196.0,14284.0,14196.0,0
2021-09-14,14291.599609375,14291.599609375,14188.7001953125,0
2021-09-15,14249.7001953125,14283.5,14207.900390625,0
2021-09-16,14264.5,14284.599609375,14180.740234375,0
2021-09-17,14283.900390625,14283.900390625,14166.8095703125,0
2021-09-20,14221.0,14306.7001953125,14221.0,0
2021-09-21,14320.5,14320.2998046875,14206.599609375,0
2021-09-22,14237.5,14290.7998046875,14172.7802734375,0
2021-09-23,14279.2001953125,14304.5,14177.759765625,0
2021-09-24,14286.5,14307.400390625,14226.0,0
2021-09-27,14251.0,14284.2998046875,14178.75,0
2021-09-28,14242.5,14317.5,14237.5,0
2021-09-29,14318.599609375,14364.2001953125,14266.0,0
2021-09-30,14385.0,14385.0,14279.599609375,0
2021-10-01,14328.599609375,14366.5,14266.2001953125,0
2021-10-04,14301.0,14305.0,14237.7998046875,0
2021-10-05,14300.5,14299.5,14215.7998046875,0
2021-10-06,14246.0,14302.0,14206.2001953125,0
2021-10-07,14232.400390625,14270.599609375,14164.099609375,0
2021-10-08,14170.7998046875,14247.2998046875,14157.900390625,0
2021-10-11,14216.0,14225.7001953125,14153.8798828125,0
2021-10-12,14194.0,14225.2998046875,14161.0,0
2021-10-13,14221.2001953125,14255.0,14145.919921875,0
2021-10-14,14219.7001953125,14219.7001953125,13579.2001953125,0
2021-10-15,14078.5,14111.0,14017.599609375,0
2021-10-18,14067.0,14141.2998046875,14013.580078125,0
2021-10-19,14157.2001953125,14156.5,14046.2001953125,0
2021-10-20,14116.7998046875,14149.900390625,13624.900390625,0
2021-10-21,14119.7998046875,14153.7998046875,14009.599609375,0
2021-10-22,14175.0,14228.900390625,13721.2001953125,0
2021-10-25,14116.0,14192.2001953125,14113.5,0
2021-10-26,14193.5,14192.5,14117.0,0
2021-10-27,14175.7001953125,14251.400390625,14137.5,0
2021-10-28,14217.099609375,14252.0,14163.900390625,0
2021-10-29,14229.0,14256.0,14152.2001953125,0
2021-11-01,14228.5,14332.099609375,14161.0,0
2021-11-02,14276.599609375,14322.5,14244.5,0
2021-11-03,14289.900390625,14411.2001953125,14246.0,0
2021-11-04,14366.0,14402.2001953125,14302.0,0
2021-11-05,14414.0,14414.0,14303.400390625,0
2021-11-08,14319.7998046875,14325.0,14237.5,0
2021-11-09,14252.0,14288.0,14213.099609375,0
2021-11-10,14290.0,14307.0,14226.900390625,0
2021-11-11,14302.400390625,14337.0,14243.7998046875,0
2021-11-12,14261.7001953125,14299.2001953125,14164.2001953125,0
2021-11-15,14186.7001953125,14229.0,14156.5,0
2021-11-16,14185.400390625,14253.5,14171.5,0
2021-11-17,14274.2001953125,14277.5,14214.5,0
