Tanggal,DXY_Index,Harga_Emas,Kurs_USDIDR,IHSG_Index,BI_Rate
2025-12-10,98.79000091552734,4196.39990234375,16662.0,8700.923828125,5.75
2025-12-11,98.3499984741211,4285.5,16639.0,8620.4814453125,5.75
2025-12-12,98.4000015258789,4300.10009765625,16649.0,8660.4990234375,5.75
2025-12-15,98.1500015258789,4306.7001953125,16623.099609375,8649.662109375,5.75
2025-12-16,98.1500015258789,4304.5,16645.80078125,8686.46875,5.75
2025-12-17,98.37000274658203,4347.5,16644.599609375,8677.3447265625,5.75
2025-12-18,98.43000030517578,4339.5,16657.0,8618.1953125,5.75
2025-12-19,98.5999984741211,4361.39990234375,16685.19921875,8609.55078125,5.75
2025-12-22,98.29000091552734,4444.60009765625,16678.5,8645.84375,5.75
2025-12-23,97.94000244140625,4482.7998046875,16756.400390625,8584.7822265625,5.75
2025-12-24,97.9800033569336,4480.60009765625,16735.0,8537.9111328125,5.75
2025-12-29,98.04000091552734,4325.10009765625,16741.099609375,8644.255859375,5.75
2025-12-30,98.23999786376953,4370.10009765625,16770.0,8646.9384765625,5.75
2026-01-02,98.41999816894531,4314.39990234375,16668.0,8748.1318359375,5.75
2026-01-05,98.2699966430664,4436.89990234375,16683.0,8859.19140625,5.75
2026-01-06,98.58000183105469,4482.2001953125,16727.19921875,8933.609375,5.75
2026-01-07,98.68000030517578,4449.2998046875,16742.0,8944.8134765625,5.75
2026-01-08,98.93000030517578,4449.7001953125,16753.0,8925.470703125,5.75
2026-01-09,99.12999725341797,4490.2998046875,16805.69921875,8936.75390625,5.75
2026-01-12,98.86000061035156,4604.2998046875,16826.69921875,8884.72265625,5.75
2026-01-13,99.12999725341797,4589.2001953125,16859.400390625,8948.302734375,5.75
2026-01-14,99.12999725341797,4626.2998046875,16840.80078125,9032.583984375,5.75
2026-01-15,99.31999969482422,4616.2998046875,16845.099609375,9075.40625,5.75
2026-01-20,98.63999938964844,4759.60009765625,16939.0,9134.7001953125,5.75
2026-01-21,98.76000213623047,4831.7998046875,16960.099609375,9010.330078125,5.75
2026-01-22,98.36000061035156,4908.7998046875,16897.0,8992.1826171875,5.75
2026-01-23,97.5999984741211,4976.2001953125,16820.0,8951.009765625,5.75
2026-01-26,97.04000091552734,5079.7001953125,16770.0,8975.333984375,5.75
2026-01-27,96.22000122070312,5079.89990234375,16734.0,8980.23046875,5.75
2026-01-28,96.44999694824219,5301.60009765625,16674.69921875,8320.5556640625,5.75
2026-01-29,96.27999877929688,5318.39990234375,16722.80078125,8232.203125,5.75
2026-01-30,96.98999786376953,4713.89990234375,16778.30078125,8329.6064453125,5.75
2026-02-02,97.61000061035156,4622.5,16758.400390625,7922.73095703125,5.75
2026-02-03,97.44000244140625,4903.7001953125,16758.400390625,8122.59716796875,5.75
2026-02-04,97.62000274658203,4920.39990234375,16759.0,8146.716796875,5.75
2026-02-05,97.81999969482422,4861.39990234375,16800.0,8103.87890625,5.75
2026-02-06,97.62999725341797,4951.2001953125,16879.900390625,7935.259765625,5.75
2026-02-09,96.81999969482422,5050.89990234375,16843.5,8031.8740234375,5.75
2026-02-10,96.80000305175781,5003.7998046875,16796.0,8131.73779296875,5.75
2026-02-11,96.83000183105469,5071.60009765625,16778.0,8290.9658203125,5.75
2026-02-12,96.93000030517578,4923.7001953125,16793.900390625,8265.3515625,5.75
2026-02-13,96.87999725341797,5022.0,16809.0,8212.271484375,5.75
2026-02-18,97.69999694824219,4986.5,16840.0,8310.2265625,5.75
2026-02-19,97.93000030517578,4975.89990234375,16915.30078125,8274.0810546875,5.75
2026-02-20,97.80000305175781,5059.2998046875,16887.19921875,8271.7666015625,5.75
2026-02-23,97.69999694824219,5204.7001953125,16843.400390625,8396.08203125,5.75
2026-02-24,97.87999725341797,5155.7998046875,16804.30078125,8280.8330078125,5.75
2026-02-25,97.69999694824219,5206.39990234375,16816.80078125,8322.228515625,5.75
2026-02-26,97.79000091552734,5176.5,16749.80078125,8235.26171875,5.75
2026-02-27,97.61000061035156,5230.5,16749.0,8235.4853515625,5.75
2026-03-02,98.37999725341797,5294.39990234375,16795.0,8016.8330078125,5.75
2026-03-03,99.05000305175781,5107.39990234375,16863.0,7939.76708984375,5.75
2026-03-04,98.7699966430664,5120.2001953125,16898.099609375,7577.06396484375,5.75
2026-03-05,99.31999969482422,5065.2998046875,16865.0,7710.537109375,5.75
2026-03-06,98.98999786376953,5146.10009765625,16913.099609375,7585.68701171875,5.75
2026-03-09,99.18000030517578,5091.5,16923.69921875,7337.369140625,5.75
2026-03-10,98.83000183105469,5229.7001953125,16886.0,7440.9130859375,5.75
2026-03-11,99.2300033569336,5167.39990234375,16852.0,7389.39892578125,5.75
2026-03-12,99.73999786376953,5115.7998046875,16884.0,7362.1171875,5.75
2026-03-13,100.36000061035156,5052.5,16908.0,7137.2119140625,5.75
2026-03-16,99.70999908447266,4994.0,16952.099609375,7022.2880859375,5.75
2026-03-17,99.58000183105469,5001.0,16953.099609375,7106.8388671875,5.75
2026-03-25,99.5999984741211,4549.7998046875,16797.30078125,7302.12109375,5.75
2026-03-26,99.9000015258789,4375.5,16749.599609375,7164.0908203125,5.75
2026-03-27,100.1500015258789,4492.0,16925.0,7097.05712890625,5.75
2026-03-30,100.51000213623047,4526.0,16958.0,7091.669921875,5.75
2026-03-31,99.95999908447266,4647.60009765625,16975.400390625,7048.22216796875,5.75
2026-04-01,99.6500015258789,4783.2001953125,16936.400390625,7184.43798828125,5.75
2026-04-02,100.02999877929688,4651.5,16924.099609375,7026.7822265625,5.75
2026-04-06,99.9800033569336,4656.7998046875,16988.0,6989.42578125,5.75
2026-04-07,99.63999938964844,4657.10009765625,17015.30078125,6971.02685546875,5.75
2026-04-08,99.12999725341797,4749.5,17027.400390625,7279.208984375,5.75
2026-04-09,98.81999969482422,4792.2001953125,17005.5,7307.5888671875,5.75
2026-04-10,98.6500015258789,4761.89990234375,17059.0,7458.49609375,5.75
2026-04-13,98.37000274658203,4742.39990234375,17083.0,7500.18701171875,5.75
2026-04-14,98.12000274658203,4825.0,17079.19921875,7675.951171875,5.75
2026-04-15,98.05999755859375,4800.0,17129.0,7623.5859375,5.75
2026-04-16,98.22000122070312,4785.39990234375,17146.099609375,7621.3818359375,5.75
2026-04-17,98.0999984741211,4857.60009765625,17123.0,7634.00390625,5.75
2026-04-20,98.05000305175781,4806.60009765625,17133.0,7594.11083984375,5.75
2026-04-21,98.41000366210938,4698.39990234375,17123.80078125,7559.3798828125,5.75
2026-04-22,98.58999633789062,4732.5,17133.099609375,7541.61181640625,5.75
2026-04-23,98.80000305175781,4705.10009765625,17199.5,7378.60595703125,5.75
2026-04-24,98.51000213623047,4722.2998046875,17329.0,7129.490234375,5.75
2026-04-27,98.4800033569336,4675.39990234375,17246.0,7106.52001953125,5.75
2026-04-28,98.62000274658203,4591.5,17216.0,7072.39208984375,5.75
2026-04-29,98.91999816894531,4545.2001953125,17244.0,7101.22607421875,5.75
2026-04-30,98.08000183105469,4614.7001953125,17334.19921875,6956.80419921875,5.75
2026-05-04,98.47000122070312,4519.5,17288.5,6971.953125,5.75
2026-05-05,98.4800033569336,4555.7998046875,17346.19921875,7057.10595703125,5.75
2026-05-06,98.0199966430664,4681.89990234375,17389.80078125,7092.466796875,5.75
2026-05-07,98.25,4699.7998046875,17296.900390625,7174.32080078125,5.75
2026-05-08,97.83999633789062,4720.39990234375,17294.900390625,6969.39599609375,5.75
2026-05-11,97.94000244140625,4718.7001953125,17358.0,6905.6201171875,5.75
2026-05-12,98.29000091552734,4677.60009765625,17413.0,6858.89892578125,5.75
2026-05-13,98.4800033569336,4697.7001953125,17549.0,6723.31982421875,5.75
2026-05-18,98.97000122070312,4552.5,17586.0,6599.240234375,5.75
2026-05-19,99.30000305175781,4506.2998046875,17701.0,6370.67919921875,5.75
2026-05-20,99.11000061035156,4531.2998046875,17777.0,6318.5,5.75
2026-05-21,99.19000244140625,4539.7998046875,17658.400390625,6094.94091796875,5.75
2026-05-22,99.31999969482422,4521.0,17692.0,6162.044921875,5.75
2026-05-26,99.16999816894531,4500.39990234375,17762.0,6130.18994140625,5.75
2026-05-29,98.91000366210938,4560.5,17840.0,6127.380859375,5.75
2026-06-02,99.22000122070312,4489.10009765625,17864.0,6195.4267578125,5.75
2026-06-03,99.52999877929688,4436.7001953125,17858.0,5941.06591796875,5.75
2026-06-04,99.41000366210938,4475.7998046875,18004.19921875,5839.78515625,5.75
2026-06-05,100.06999969482422,4337.10009765625,17955.5,5594.76513671875,5.75
2026-06-08,100.05000305175781,4335.89990234375,18029.0,5342.13720703125,5.75
2026-06-09,99.91000366210938,4260.0,18190.30078125,5746.64794921875,5.75
2026-06-10,99.94999694824219,4108.2001953125,18031.0,5902.3759765625,5.75
2026-06-11,99.86000061035156,4090.300048828125,17875.900390625,5886.0322265625,5.75
2026-06-12,99.75,4215.0,17921.0,6007.65576171875,5.75
2026-06-15,99.62999725341797,4328.0,17772.0,6254.9658203125,5.75
2026-06-17,100.08999633789062,4358.89990234375,17730.0,6220.740234375,5.75
2026-06-18,100.8499984741211,4224.10009765625,17891.0,6172.33984375,5.75
2026-06-22,101.0199966430664,4181.89990234375,17788.0,6116.68994140625,5.75
